shelter_id,shelter_na,address_1,city,county_par,fips_code,state,zip,mail_addr_,mailing_ad,mailing__1,mailing_ci,mailing_co,mailing_st,mailing_zi,facility_u,evacuation,post_impac,ada_compli,wheelchair,pet_accomm,pet_acco_1,generator_,self_suffi,latitude,longitude,in_100_yr_,in_500_yr_,in_surge_s,pre_landfa,shelter_co,org_organi,org_orga_1,org_main_p,org_fax,org_email,org_hotlin,org_other_,org_addres,org_city,org_state,org_zip,org_poc_na,org_poc_ph,org_poc_af,org_poc_em,org_hours_,population,incident_i,shelter_st,shelter_op,shelter_cl,reporting_,general_po,medical_ne,other_popu,other_po_1,total_popu,pet_popula,incident_n,incident_1,incident_c,objectid,score,status,match_type,loc_name,geox,geoy,facility_t,subfacilit,data_sourc,geometry
184234,MARLBOROUGH TOWN HALL,26 N MAIN ST,MARLBOROUGH,HARTFORD,,CT,06447,NO,,,,,,,EVAC,20.0,0.0,,,,,,,41.63219133,-72.46187173,,,,,OTHER,121320.0,CONNECTICUT REGIONAL CHAPTER,,,,,,209 FARMINGTON AVE,FARMINGTON,CT,6033,,,,,8,OTHER,0.0,CLOSED,,,,0.0,0.0,0.0,,0.0,0.0,,,,651898,81.0,M,A,Street,-72.46187173,41.63219133,SHELTER,OTHER,0.0,POINT (-72.46187173299995 41.63219132900008)
184235,MARVELWOOD SCHOOL,476 SKIFF MTN RD,KENT,LITCHFIELD,,CT,06757,NO,,,,,,,POST,0.0,300.0,,,,,,,41.78261193,-73.46057784,,,,,OTHER,121320.0,CONNECTICUT REGIONAL CHAPTER,,,,,,209 FARMINGTON AVE,FARMINGTON,CT,6033,,,,,8,OTHER,0.0,CLOSED,,,,0.0,0.0,0.0,,0.0,0.0,,,,651899,81.0,M,A,Street,-73.46057784,41.78261193,SHELTER,OTHER,0.0,POINT (-73.46057783899994 41.782611931000076)
183805,Ansonia High School,20 Pulaski Hwy,Ansonia,NEW HAVEN,,CT,6401,YES,,,,,,,POST,0.0,25.0,,,,,,,41.32988423,-73.06423763,,,,,GENERAL,121910.0,VALLEY CHAPTER,,,,,,2A Francis Street,Derby,CT,6418,,,,,,GENERAL,3531.0,CLOSED,2020/10/29,2012/11/01,OVERNIGHT,0.0,,,,0.0,,15613,Hurricane Sandy - CT RI,UNK,651955,81.0,M,A,Street,-73.06423763,41.32988423,SHELTER,GENPOPSHEL,0.0,POINT (-73.06423762699995 41.329884228000026)
184071,GRANBY MIDDLE SCHOOL,321 SALMON BROOK ST,GRANBY,HARTFORD,,CT,06035,NO,,,,,,,BOTH,300.0,150.0,,YES,,,,,41.956001220000005,-72.79004333,NO,,NO,,GENERAL,121320.0,CONNECTICUT REGIONAL CHAPTER,,,,,,209 FARMINGTON AVE,FARMINGTON,CT,6033,,,,,8,GENERAL,0.0,CLOSED,,,,0.0,0.0,0.0,,0.0,0.0,,,,651961,81.0,M,A,Street,-72.79004333,41.956001220000005,SHELTER,GENPOPSHEL,0.0,POINT (-72.79004333399996 41.95600121800004)
334394,Old Lyme Town Hall,52 Lyme Street,OLD LYME,New London,,CT,06371,,,,,,,,EVAC,100.0,0.0,NO,YES,NONE,,NO,YES,41.31687104,-72.32970737000001,,,UNK,UNK,GENERAL,121602.0,MIDDLESEX CENTRAL CONNECTICUT CHAPTER,,,,,,97 Broad Street,Middletown,CT,6457,,,,,8,GENERAL,319.0,CLOSED,2020/12/27,2010/12/28,OVERNIGHT,0.0,0.0,0.0,,0.0,0.0,#CT1210-01,NE CT 12/10 Blizzard - STATE,BLI,652174,100.0,M,A,Street,-72.32970737000001,41.31687104,SHELTER,GENPOPSHEL,0.0,POINT (-72.32970736699997 41.316871038000045)
184055,Franklin Elementary School,206 POND RD,NORTH FRANKLIN,NEW LONDON,,CT,06254,NO,,,,,,,BOTH,700.0,200.0,,YES,,,,,41.63308166,-72.12933842,,,,,GENERAL,121320.0,CONNECTICUT REGIONAL CHAPTER,,,,,,209 FARMINGTON AVE,FARMINGTON,CT,6033,,,,,8,GENERAL,0.0,CLOSED,,,,0.0,0.0,0.0,,0.0,0.0,,,,652411,81.0,M,A,Street,-72.12933842,41.63308166,SHELTER,GENPOPSHEL,0.0,POINT (-72.12933841899996 41.63308165700005)
334393,Calendar House,388 Pleasant Street,SOUTHINGTON,Hartford,,CT,06489,,,,,,,,BOTH,340.0,170.0,NO,NO,NONE,,NO,YES,41.607226149999995,-72.85793315,,,UNK,UNK,GENERAL,121602.0,MIDDLESEX CENTRAL CONNECTICUT CHAPTER,,,,,,97 Broad Street,Middletown,CT,6457,,,,,8,GENERAL,319.0,CLOSED,2020/11/03,,OVERNIGHT,0.0,0.0,0.0,,0.0,0.0,#CT1210-01,NE CT 12/10 Blizzard - STATE,BLI,652431,100.0,M,A,Street,-72.85793315,41.607226149999995,SHELTER,GENPOPSHEL,0.0,POINT (-72.85793315399997 41.60722614900004)
183983,EAST HARTFORD TOWN HALL,740 MAIN ST,EAST HARTFORD,HARTFORD,,CT,06108,NO,,,,,,,BOTH,102.0,51.0,,,,,,,41.76599246,-72.6456392,,,,,GENERAL,121320.0,CONNECTICUT REGIONAL CHAPTER,,,,,,209 FARMINGTON AVE,FARMINGTON,CT,6033,,,,,8,GENERAL,656.0,CLOSED,2020/10/30,2011/11/14,OVERNIGHT,0.0,0.0,,,0.0,,#CT1011-01 - 10/29/2011,CT 10/11 Blizzard - STATEWIDE,BLI,652555,81.0,M,A,Street,-72.6456392,41.76599246,SHELTER,GENPOPSHEL,0.0,POINT (-72.64563919599993 41.765992460000064)
184306,NORTHEAST ELEMENTARY SCHOOL,69 EAST ST,VERNON ROCKVILLE,TOLLAND,,CT,06066,NO,,,,,,,BOTH,128.0,64.0,,YES,,,,,41.86174328,-72.43174444,,,,,GENERAL,121320.0,CONNECTICUT REGIONAL CHAPTER,,,,,,209 FARMINGTON AVE,FARMINGTON,CT,6033,,,,,8,GENERAL,0.0,CLOSED,,,,0.0,0.0,0.0,,0.0,0.0,,,,652740,81.0,M,A,Street,-72.43174444,41.86174328,SHELTER,GENPOPSHEL,0.0,POINT (-72.43174444399995 41.86174327600003)
184137,J F K MIDDLE SCHOOL,155 RAFFIA RD,ENFIELD,HARTFORD,,CT,06082,NO,,,,,,,BOTH,1470.0,325.0,,,,,YES,,41.959832330000005,-72.56569846000001,,,,,GENERAL,121320.0,CONNECTICUT REGIONAL CHAPTER,,,,,,209 FARMINGTON AVE,FARMINGTON,CT,6033,,,,,8,GENERAL,656.0,CLOSED,2020/10/29,2011/11/14,OVERNIGHT,0.0,0.0,,,0.0,,#CT1011-01 - 10/29/2011,CT 10/11 Blizzard - STATEWIDE,BLI,652752,81.0,M,A,Street,-72.56569846000001,41.959832330000005,SHELTER,GENPOPSHEL,0.0,POINT (-72.56569846099995 41.95983233000004)
183791,First Congregational Church,45 TOLLAND GREEN,TOLLAND,TOLLAND,,CT,06084,NO,,,,,,,BOTH,84.0,42.0,,,,,,,41.87144696,-72.36863003,,,,,GENERAL,121320.0,CONNECTICUT REGIONAL CHAPTER,,,,,,209 FARMINGTON AVE,FARMINGTON,CT,6033,,,,,8,GENERAL,,CLOSED,,,,,,,,,,,,,652753,81.0,M,A,Street,-72.36863003,41.87144696,SHELTER,GENPOPSHEL,0.0,POINT (-72.36863002499996 41.87144696100006)
183792,Academy Elementary School,2134 MAIN ST,GLASTONBURY,HARTFORD,,CT,06033,NO,,,,,,,BOTH,371.0,185.0,,YES,,,YES,,41.706772099999995,-72.60801156000001,,,,,GENERAL,121320.0,CONNECTICUT REGIONAL CHAPTER,,,,,,209 FARMINGTON AVE,FARMINGTON,CT,6033,,,,,8,GENERAL,0.0,CLOSED,,,,0.0,0.0,0.0,,0.0,0.0,,,,652754,81.0,M,A,Street,-72.60801156000001,41.706772099999995,SHELTER,GENPOPSHEL,0.0,POINT (-72.60801156199994 41.70677210400004)
183793,ALICE PECK SCHOOL,35 HILLFIELD ROAD,HAMDEN,NEW HAVEN,,CT,06518,NO,,,,,,,EVAC,0.0,0.0,,,,,,YES,41.42080569,-72.92201883999999,,,,,GENERAL,121320.0,CONNECTICUT REGIONAL CHAPTER,,,,,,209 FARMINGTON AVE,FARMINGTON,CT,6033,,,,,8,GENERAL,0.0,CLOSED,,,,0.0,0.0,0.0,,0.0,0.0,,,,652755,81.0,M,A,Street,-72.92201883999999,41.42080569,SHELTER,GENPOPSHEL,0.0,POINT (-72.92201884199994 41.42080568500006)
183795,Allingtown Fire House,20 ADMIRAL ST,WEST HAVEN,NEW HAVEN,,CT,06516,NO,,,,,,,EVAC,0.0,0.0,,,,,YES,YES,41.29615066,-72.95773991,,,,,GENERAL,121320.0,CONNECTICUT REGIONAL CHAPTER,,,,,,209 FARMINGTON AVE,FARMINGTON,CT,6033,,,,,8,GENERAL,,CLOSED,,,,,,,,,,,,,652756,81.0,M,A,Street,-72.95773991,41.29615066,SHELTER,GENPOPSHEL,0.0,POINT (-72.95773991199997 41.296150659000034)
183796,American Legion Post #142,2121 MAIN ST,HARTFORD,HARTFORD,,CT,06120,NO,,,,,,,EVAC,245.0,0.0,,,,,,,41.78499514,-72.67464233,,,,,GENERAL,121320.0,CONNECTICUT REGIONAL CHAPTER,,,,,,209 FARMINGTON AVE,FARMINGTON,CT,6033,,,,,8,GENERAL,0.0,CLOSED,,,,0.0,0.0,0.0,,0.0,0.0,,,,652757,81.0,M,A,Street,-72.67464233,41.78499514,SHELTER,GENPOPSHEL,0.0,POINT (-72.67464233099997 41.78499513500003)
184307,NORTHEND SENIOR CENTER,30 REMINGTON RD,EAST HARTFORD,HARTFORD,,CT,06118,NO,,,,,,,EVAC,80.0,0.0,,,,,,,41.78509406,-72.63134896999999,,,,,GENERAL,121320.0,CONNECTICUT REGIONAL CHAPTER,,,,,,209 FARMINGTON AVE,FARMINGTON,CT,6033,,,,,8,GENERAL,0.0,CLOSED,2013/01/15,,,0.0,0.0,0.0,,0.0,0.0,,,,652861,81.0,M,A,Street,-72.63134896999999,41.78509406,SHELTER,GENPOPSHEL,0.0,POINT (-72.63134896899999 41.78509406000006)
184540,UNION TOWN HALL,1043 BUCKLEY HWY,STAFFORD SPRINGS,TOLLAND,,CT,06076,NO,,,,,,,BOTH,88.0,44.0,,,,,,,41.99254967,-72.15667780999999,,,,,GENERAL,121320.0,CONNECTICUT REGIONAL CHAPTER,,,,,,209 FARMINGTON AVE,FARMINGTON,CT,6033,,,,,8,GENERAL,0.0,CLOSED,,,,0.0,0.0,0.0,,0.0,0.0,,,,652883,81.0,M,A,Street,-72.15667780999999,41.99254967,SHELTER,GENPOPSHEL,0.0,POINT (-72.15667780799998 41.99254966500007)
184236,MARY T MURPHY SCHOOL,14 BRUSHY PLAIN RD,BRANFORD,NEW HAVEN,,CT,06405,NO,,,,,,,EVAC,0.0,0.0,,,,,YES,,41.29316491,-72.81931627,,,,,GENERAL,121320.0,CONNECTICUT REGIONAL CHAPTER,,,,,,209 FARMINGTON AVE,FARMINGTON,CT,6033,,,,,8,GENERAL,0.0,CLOSED,2020/08/27,,,0.0,0.0,0.0,,0.0,0.0,,,,652959,81.0,M,A,Street,-72.81931627,41.29316491,SHELTER,GENPOPSHEL,0.0,POINT (-72.81931626599999 41.29316491000003)
184237,MASONIC TEMPLE,306 WETHERSFIELD AVE,HARTFORD,HARTFORD,,CT,06120,NO,,,,,,,EVAC,10.0,0.0,,,,,,,41.74832078,-72.67351818,,,,,GENERAL,121320.0,CONNECTICUT REGIONAL CHAPTER,,,,,,209 FARMINGTON AVE,FARMINGTON,CT,6033,,,,,8,GENERAL,0.0,CLOSED,,,,0.0,0.0,0.0,,0.0,0.0,,,,652993,81.0,M,A,Street,-72.67351818,41.74832078,SHELTER,GENPOPSHEL,0.0,POINT (-72.67351817799994 41.748320782000064)
184377,RICHMOND CENTER,40 MAIN ST,NEW MILFORD,LITCHFIELD,,CT,06776,NO,,,,,,,EVAC,100.0,50.0,,,,,,,41.98082251,-73.42328296,,,,,OTHER,121320.0,CONNECTICUT REGIONAL CHAPTER,,,,,,209 FARMINGTON AVE,FARMINGTON,CT,6033,,,,,8,OTHER,0.0,CLOSED,,,,0.0,0.0,0.0,,0.0,0.0,,,,652995,81.0,T,A,Street,-73.42328296,41.98082251,SHELTER,OTHER,0.0,POINT (-73.42328295499993 41.98082250700003)
184381,Roaring Brook Elementary School,30 OLD WHEELER LN,AVON,HARTFORD,,CT,06001,NO,,,,,,,BOTH,460.0,230.0,,,,,,,41.793484729999996,-72.89102821,,,,,GENERAL,121320.0,CONNECTICUT REGIONAL CHAPTER,,,,,,209 FARMINGTON AVE,FARMINGTON,CT,6033,,,,,8,GENERAL,0.0,CLOSED,,,,0.0,0.0,0.0,,0.0,0.0,,,,652997,81.0,M,A,Street,-72.89102821,41.793484729999996,SHELTER,GENPOPSHEL,0.0,POINT (-72.89102820499994 41.79348473400006)
184450,SOUTH CONGREGATIONAL CHURCH,242 SALMON BROOK ST,GRANBY,HARTFORD,,CT,06035,NO,,,,,,,BOTH,68.0,34.0,,,,,,,41.94652236,-72.79080776,,,,,GENERAL,121320.0,CONNECTICUT REGIONAL CHAPTER,,,,,,209 FARMINGTON AVE,FARMINGTON,CT,6033,,,,,8,GENERAL,0.0,CLOSED,,,,0.0,0.0,0.0,,0.0,0.0,,,,653097,81.0,M,A,Street,-72.79080776,41.94652236,SHELTER,GENPOPSHEL,0.0,POINT (-72.79080775799997 41.94652236400003)
184222,Madison School,376 Wayne St,BRIDGEPORT,FAIRFIELD,,CT,06606,YES,,,,,,,BOTH,178.0,115.0,,NO,,,NO,NO,41.2025762,-73.20916337000001,NO,,NO,,GENERAL,121320.0,CONNECTICUT REGIONAL CHAPTER,,,,,,209 FARMINGTON AVE,FARMINGTON,CT,6033,,,,,8,GENERAL,0.0,CLOSED,,,,0.0,0.0,0.0,,0.0,0.0,,,,653133,81.0,M,A,Street,-73.20916337000001,41.2025762,SHELTER,GENPOPSHEL,0.0,POINT (-73.20916337199998 41.202576202000046)
184226,Manchester Ng Armory,330 Main Street,MANCHESTER,HARTFORD,,CT,06040,YES,,,,,,,BOTH,500.0,250.0,,,,,,,41.787342370000005,-72.52397891,,,,,GENERAL,121320.0,CONNECTICUT REGIONAL CHAPTER,,,,,,209 FARMINGTON AVE,FARMINGTON,CT,6033,,,,,8,GENERAL,0.0,CLOSED,,,,0.0,0.0,0.0,,0.0,0.0,,,,653168,81.0,M,A,Street,-72.52397891,41.787342370000005,SHELTER,GENPOPSHEL,0.0,POINT (-72.52397891099997 41.78734236500003)
184228,MANCHESTER YWCA,78 N MAIN ST,MANCHESTER,HARTFORD,,CT,06040,NO,,,,,,,BOTH,367.0,183.0,,YES,,,,,41.79510351,-72.52389797,,,,,GENERAL,121320.0,CONNECTICUT REGIONAL CHAPTER,,,,,,209 FARMINGTON AVE,FARMINGTON,CT,6033,,,,,8,GENERAL,0.0,CLOSED,,,,0.0,0.0,0.0,,0.0,0.0,,,,653169,81.0,M,A,Street,-72.52389797,41.79510351,SHELTER,GENPOPSHEL,0.0,POINT (-72.52389797199999 41.79510351400006)
184233,MARLBOROUGH FIRE CO #2,200 WEST RD,MARLBOROUGH,HARTFORD,,CT,06447,NO,,,,,,,EVAC,78.0,0.0,,,,,YES,,41.66914447,-72.46366138,,,,,GENERAL,121320.0,CONNECTICUT REGIONAL CHAPTER,,,,,,209 FARMINGTON AVE,FARMINGTON,CT,6033,,,,,8,GENERAL,0.0,CLOSED,,,,0.0,0.0,0.0,,0.0,0.0,,,,653171,81.0,M,A,Street,-72.46366138,41.66914447,SHELTER,GENPOPSHEL,0.0,POINT (-72.46366138299999 41.66914447100004)
184515,Tolland Senior Center,674 TOLLAND STAGE RD,TOLLAND,TOLLAND,,CT,06084,NO,,,,,,,EVAC,52.0,0.0,,YES,,,YES,,41.87469351,-72.37441267,,,,,GENERAL,121320.0,CONNECTICUT REGIONAL CHAPTER,,,,,,209 FARMINGTON AVE,FARMINGTON,CT,6033,,,,,8,GENERAL,0.0,CLOSED,,,,0.0,0.0,0.0,,0.0,0.0,,,,653202,81.0,M,A,Street,-72.37441267,41.87469351,SHELTER,GENPOPSHEL,0.0,POINT (-72.37441266499997 41.87469351400006)
184554,Voluntown Ambulance,205 PRESTON CITY RD,VOLUNTOWN,NEW LONDON,,CT,06384,NO,,,,,,,BOTH,100.0,50.0,,YES,,,YES,,41.56821356,-71.86751880000001,,,,,GENERAL,121320.0,CONNECTICUT REGIONAL CHAPTER,,,,,,209 FARMINGTON AVE,FARMINGTON,CT,6033,,,,,8,GENERAL,0.0,CLOSED,,,,0.0,0.0,0.0,,0.0,0.0,,,,653309,81.0,M,A,Street,-71.86751880000001,41.56821356,SHELTER,GENPOPSHEL,0.0,POINT (-71.86751879599996 41.56821355900007)
184120,HINSDALE ELEMENTARY SCHOOL,15 HINSDALE AVE,WINSTED,LITCHFIELD,,CT,06098,NO,,,,,,,BOTH,173.0,86.0,,,,,,,41.92680923,-73.07542519,,,,,GENERAL,121320.0,CONNECTICUT REGIONAL CHAPTER,,,,,,209 FARMINGTON AVE,FARMINGTON,CT,6033,,,,,8,GENERAL,0.0,CLOSED,,,,0.0,0.0,0.0,,0.0,0.0,,,,653350,81.0,M,A,Street,-73.07542519,41.92680923,SHELTER,GENPOPSHEL,0.0,POINT (-73.07542519399993 41.926809225000056)
334399,Ridgefield Recreation Center,195 Danbury Road,Ridgefield,FAIRFIELD,,CT,6877,YES,195 Danbury Road,,RIDGEFIELD,,CT,6877,EVAC,50.0,0.0,,,,,,,41.298785669999994,-73.49230592,,,,,GENERAL,121320.0,CONNECTICUT REGIONAL CHAPTER,,,,,,209 FARMINGTON AVE,FARMINGTON,CT,6033,,,,,8,GENERAL,3531.0,CLOSED,2018/03/08,2018/03/07,MIDDAY,0.0,,,,0.0,,15613,Hurricane Sandy - CT RI,UNK,653615,81.0,M,A,Street,-73.49230592,41.298785669999994,SHELTER,GENPOPSHEL,0.0,POINT (-73.49230591999998 41.298785673000054)
184123,Holy Family School,140 Edison Ave,FAIRFIELD,FAIRFIELD,,CT,06825,YES,,,,,,,EVAC,10.0,0.0,,,,,,,41.17465225,-73.2349919,NO,,NO,,GENERAL,121320.0,CONNECTICUT REGIONAL CHAPTER,,,,,,209 FARMINGTON AVE,FARMINGTON,CT,6033,,,,,8,GENERAL,0.0,CLOSED,,,,0.0,0.0,0.0,,0.0,0.0,,,,653799,81.0,M,A,Street,-73.2349919,41.17465225,SHELTER,GENPOPSHEL,0.0,POINT (-73.23499190199993 41.174652252000044)
184074,GRANBY TOWN HALL,15 N GRANBY RD,GRANBY,HARTFORD,,CT,06035,NO,,,,,,,BOTH,51.0,25.0,,,,,YES,,41.95491304,-72.79087071000001,,,,,GENERAL,121320.0,CONNECTICUT REGIONAL CHAPTER,,,,,,209 FARMINGTON AVE,FARMINGTON,CT,6033,,,,,8,GENERAL,0.0,CLOSED,,,,0.0,0.0,0.0,,0.0,0.0,,,,653840,81.0,T,A,Street,-72.79087071000001,41.95491304,SHELTER,GENPOPSHEL,0.0,POINT (-72.79087070999998 41.954913039000076)
183900,CHESHIRE HIGH SCHOOL,525 SOUTH MAIN ST,CHESHIRE,NEW HAVEN,,CT,06410,NO,,,,,,,EVAC,0.0,0.0,,,,,YES,YES,41.48837175,-72.90494971,,,,,GENERAL,121320.0,CONNECTICUT REGIONAL CHAPTER,,,,,,209 FARMINGTON AVE,FARMINGTON,CT,6033,,,,,8,GENERAL,0.0,CLOSED,,,,0.0,0.0,0.0,,0.0,0.0,,,,653844,81.0,M,A,Street,-72.90494971,41.48837175,SHELTER,GENPOPSHEL,0.0,POINT (-72.90494970999998 41.488371750000056)
184270,New Britain High School,110 MILL ST,NEW BRITAIN,HARTFORD,,CT,06051,YES,,,,,,,EVAC,1000.0,500.0,,,,,,,41.65133789,-72.77712907,,,,,GENERAL,121602.0,MIDDLESEX CENTRAL CONNECTICUT CHAPTER,,,,,,97 Broad Street,Middletown,CT,6457,,,,,8,GENERAL,0.0,CLOSED,,,,0.0,0.0,0.0,,0.0,0.0,,,,653916,81.0,M,A,Street,-72.77712907,41.65133789,SHELTER,GENPOPSHEL,0.0,POINT (-72.77712906999994 41.65133789400005)
183798,AMITY HIGH SCHOOL,25 NEWTON ROAD,WOODBRIDGE,NEW HAVEN,,CT,06525,NO,,,,,,,EVAC,0.0,0.0,,,,,YES,YES,41.3543278,-73.01135749000001,,,,,GENERAL,121320.0,CONNECTICUT REGIONAL CHAPTER,,,,,,209 FARMINGTON AVE,FARMINGTON,CT,6033,,,,,8,GENERAL,0.0,CLOSED,,,,0.0,0.0,0.0,,0.0,0.0,,,,654066,81.0,M,A,Street,-73.01135749000001,41.3543278,SHELTER,GENPOPSHEL,0.0,POINT (-73.01135749199995 41.35432780100007)
184310,NORWICH FREE ACADEMY GYM,305 BROADWAY,NORWICH,NEW LONDON,,CT,06360,NO,,,,,,,BOTH,4750.0,1300.0,,YES,,,,,41.534803749999995,-72.08127865,,,,,GENERAL,121320.0,CONNECTICUT REGIONAL CHAPTER,,,,,,209 FARMINGTON AVE,FARMINGTON,CT,6033,,,,,8,GENERAL,0.0,CLOSED,,,,0.0,0.0,0.0,,0.0,0.0,,,,654067,81.0,M,A,Street,-72.08127865,41.534803749999995,SHELTER,GENPOPSHEL,0.0,POINT (-72.08127864999994 41.53480374600008)
184311,Norwich High School,191 HICKORY ST,NORWICH,NEW LONDON,,CT,06360,NO,,,,,,,BOTH,500.0,260.0,,YES,,,,,41.53129639,-72.06252779,,,,,GENERAL,121320.0,CONNECTICUT REGIONAL CHAPTER,,,,,,209 FARMINGTON AVE,FARMINGTON,CT,6033,,,,,8,GENERAL,0.0,CLOSED,,,,0.0,0.0,0.0,,0.0,0.0,,,,654068,81.0,M,A,Street,-72.06252779,41.53129639,SHELTER,GENPOPSHEL,0.0,POINT (-72.06252778499999 41.53129639000008)
184316,Old Saybrook High School,"""11 Boston Post Road, Old Saybrook""",OLD SAYBROOK,MIDDLESEX,,CT,06475,NO,,,,,,,EVAC,500.0,250.0,,,,,,,41.31390328,-72.36165129,,,YES,,GENERAL,121602.0,MIDDLESEX CENTRAL CONNECTICUT CHAPTER,,,,,,97 Broad Street,Middletown,CT,6457,,,,,8,GENERAL,0.0,CLOSED,,,,0.0,0.0,0.0,,0.0,0.0,,,,654102,81.0,M,A,Street,-72.36165129,41.31390328,SHELTER,GENPOPSHEL,0.0,POINT (-72.36165128599998 41.31390327500003)
184273,NEW CANAAN HIGH SCHOOL,11 FARM RD,NEW CANAAN,FAIRFIELD,,CT,06840,NO,,,,,,,EVAC,400.0,150.0,,,,,,,41.12896669,-73.49323222,,,,,GENERAL,121320.0,CONNECTICUT REGIONAL CHAPTER,,,,,,209 FARMINGTON AVE,FARMINGTON,CT,6033,,,,,8,GENERAL,0.0,CLOSED,,,,0.0,0.0,0.0,,0.0,0.0,,,,654111,81.0,M,A,Street,-73.49323222,41.12896669,SHELTER,GENPOPSHEL,0.0,POINT (-73.49323222199996 41.12896669300005)
184412,Sayles Elementary School,25 Scotland Road,BALTIC,NEW LONDON,,CT,06330,YES,,,,,,,BOTH,441.0,129.0,,,,,YES,YES,41.62872894,-72.08553244,,,,,GENERAL,121320.0,CONNECTICUT REGIONAL CHAPTER,,,,,,209 FARMINGTON AVE,FARMINGTON,CT,6033,,,,,8,GENERAL,0.0,CLOSED,,,,0.0,0.0,0.0,,0.0,0.0,,,,654185,81.0,M,A,Street,-72.08553244,41.62872894,SHELTER,GENPOPSHEL,0.0,POINT (-72.08553244299998 41.62872893900004)
184200,Lewis Mills HS/Har-Bur MSSchool,24 LYONS RD,BURLINGTON,HARTFORD,,CT,06013,NO,,,,,,,EVAC,10.0,0.0,,,,,,,41.78056148,-72.98994464,,,,,GENERAL,121320.0,CONNECTICUT REGIONAL CHAPTER,,,,,,209 FARMINGTON AVE,FARMINGTON,CT,6033,,,,,8,GENERAL,656.0,CLOSED,2020/11/03,2011/11/14,MIDDAY,0.0,0.0,,,0.0,,#CT1011-01 - 10/29/2011,CT 10/11 Blizzard - STATEWIDE,BLI,654224,81.0,M,A,Street,-72.98994464,41.78056148,SHELTER,GENPOPSHEL,0.0,POINT (-72.98994463499997 41.78056147700005)
184044,First Presbyterian Church,2475 Easton Tnpk,FAIRFIELD,FAIRFIELD,,CT,06825,NO,,,,,,,POST,0.0,115.0,,,,,,,41.21233385,-73.24687195,NO,,NO,,GENERAL,121320.0,CONNECTICUT REGIONAL CHAPTER,,,,,,209 FARMINGTON AVE,FARMINGTON,CT,6033,,,,,8,GENERAL,0.0,CLOSED,,,,0.0,0.0,0.0,,0.0,0.0,,,,654275,81.0,M,A,Street,-73.24687195,41.21233385,SHELTER,GENPOPSHEL,0.0,POINT (-73.24687194499995 41.212333845000046)
184016,ESSEX ELEMENTARY SCHOOL,108 MAIN ST,CENTERBROOK,MIDDLESEX,,CT,06409,NO,,,,,,,EVAC,600.0,300.0,,,,,,,41.35193561,-72.40958515,,,,,GENERAL,121602.0,MIDDLESEX CENTRAL CONNECTICUT CHAPTER,,,,,,97 Broad Street,Middletown,CT,6457,,,,,8,GENERAL,0.0,CLOSED,,,,0.0,0.0,0.0,,0.0,0.0,,,,654343,81.0,M,A,Street,-72.40958515,41.35193561,SHELTER,GENPOPSHEL,0.0,POINT (-72.40958514999994 41.35193560500005)
183812,AVON MIDDLE SCHOOL,375 WEST AVON RD,AVON,HARTFORD,,CT,06001,NO,,,,,,,BOTH,820.0,410.0,,YES,,,,,41.792576419999996,-72.86228587000001,,,,,GENERAL,121320.0,CONNECTICUT REGIONAL CHAPTER,,,,,,209 FARMINGTON AVE,FARMINGTON,CT,6033,,,,,8,GENERAL,0.0,CLOSED,,,,0.0,0.0,0.0,,0.0,0.0,,,,654364,81.0,M,A,Street,-72.86228587000001,41.792576419999996,SHELTER,GENPOPSHEL,0.0,POINT (-72.86228587199997 41.792576419000056)
184242,Memorial United Methodist Church,867 W AVON RD,AVON,HARTFORD,,CT,06001,NO,,,,,,,BOTH,120.0,60.0,,YES,,,,,41.76599246,-72.87016392999999,,,,,GENERAL,121320.0,CONNECTICUT REGIONAL CHAPTER,,,,,,209 FARMINGTON AVE,FARMINGTON,CT,6033,,,,,8,GENERAL,0.0,CLOSED,,,,0.0,0.0,0.0,,0.0,0.0,,,,654380,81.0,M,A,Street,-72.87016392999999,41.76599246,SHELTER,GENPOPSHEL,0.0,POINT (-72.87016393299996 41.765992460000064)
184404,Saint Pauls Episcopal Church,145 MAIN STREET,SOUTHINGTON,HARTFORD,,CT,06489,YES,,,,,,,BOTH,88.0,44.0,,YES,,,NO,NO,41.59831387,-72.87779018,NO,,NO,,GENERAL,121320.0,CONNECTICUT REGIONAL CHAPTER,,,,,,209 FARMINGTON AVE,FARMINGTON,CT,6033,,,,,8,GENERAL,0.0,CLOSED,,,,0.0,0.0,0.0,,0.0,0.0,,,,654393,81.0,M,A,Street,-72.87779018,41.59831387,SHELTER,GENPOPSHEL,0.0,POINT (-72.87779018399993 41.59831386700006)
183811,Avon High School,510 WEST AVON RD,AVON,HARTFORD,,CT,06001,NO,,,,,,,BOTH,783.0,392.0,,YES,,,YES,,41.782737839999996,-72.86432733,,,NO,,GENERAL,121320.0,CONNECTICUT REGIONAL CHAPTER,,,,,,209 FARMINGTON AVE,FARMINGTON,CT,6033,,,,,8,GENERAL,656.0,CLOSED,2020/10/28,,OVERNIGHT,0.0,0.0,,,0.0,,#CT1011-01 - 10/29/2011,CT 10/11 Blizzard - STATEWIDE,BLI,654430,81.0,M,A,Street,-72.86432733,41.782737839999996,SHELTER,GENPOPSHEL,0.0,POINT (-72.86432733299995 41.78273783600008)
